TRANSACTION_ID,CUSTOMER_ID,PRODUCT_ID,TRANSACTION_DATE,AMOUNT,QUANTITY,STATUS,REGION,CURRENCY,CREATED_AT
2a93c84f-cabd-4f3f-85b2-14f49badd011,CUST-9006,PROD-0021,2023-06-17,4188.32,11,CANCELLED,South Asia,USD,2026-05-28 14:19:57
f2e54b3f-2cd4-4d10-bd26-0819062e26de,CUST-9046,PROD-0014,2022-01-24,3148.18,38,PENDING,North America,AED,2026-05-28 14:19:57
273e0229-103e-4d90-978e-378dd7584318,CUST-9012,PROD-0030,2022-06-11,2863.25,2,PENDING,Middle East,EUR,2026-05-28 14:19:57
752986fa-e77f-4c58-9488-8c57923a8275,CUST-9043,PROD-0021,2023-03-31,1491.64,35,PENDING,Middle East,EUR,2026-05-28 14:19:57
ea23b274-ebc1-4328-a78b-a671194ce8ca,CUST-9008,PROD-0009,2022-06-19,4675.53,41,COMPLETED,APAC,USD,2026-05-28 14:19:57
0948c43a-dac6-4dab-b4b5-60091339acf4,CUST-9005,PROD-0030,2022-09-09,544.31,19,CANCELLED,South Asia,USD,2026-05-28 14:19:57
bb89fde3-2a7b-4a86-a33e-2b07d5fbe86c,CUST-9002,PROD-0028,2024-01-11,4564.47,14,REFUNDED,North America,GBP,2026-05-28 14:19:57
5236ae32-ad3f-4a9f-b0fa-c366194bd80e,CUST-9021,PROD-0003,2024-09-23,4796.49,5,PENDING,Middle East,GBP,2026-05-28 14:19:57
8aa9e6be-95c6-4896-a72e-5ac002abc2cd,CUST-9043,PROD-0030,2024-07-12,4044.66,12,CANCELLED,North America,INR,2026-05-28 14:19:57
4ea673bb-8335-40a0-8486-632086d04271,CUST-9039,PROD-0021,2022-03-06,594.86,22,CANCELLED,Middle East,AED,2026-05-28 14:19:57
4c28ca70-2935-4f8d-aaff-ca264ae4d4f8,CUST-9002,PROD-0001,2022-11-21,2613.53,17,COMPLETED,South Asia,AED,2026-05-28 14:19:57
1d05d7cc-6a54-45ff-9a50-22a92a6a2174,CUST-9014,PROD-0001,2024-11-26,2563.61,10,PENDING,Europe,USD,2026-05-28 14:19:57
90bccdfc-003d-4f63-8fe5-ab5cd6cb72ee,CUST-9031,PROD-0011,2022-10-11,1106.61,47,PENDING,Europe,EUR,2026-05-28 14:19:57
aee39bed-70e7-44b5-bf15-ea51d3bb3293,CUST-9028,PROD-0003,2023-12-15,3543.34,42,CANCELLED,Middle East,GBP,2026-05-28 14:19:57
d2204143-b8c3-4a7e-8a26-abad92b22088,CUST-9038,PROD-0013,2023-01-31,1257.96,13,CANCELLED,Middle East,USD,2026-05-28 14:19:57
3bd290b1-d9c9-47fe-bf83-700ce18e34ac,CUST-9028,PROD-0019,2023-10-01,836.61,14,REFUNDED,Middle East,GBP,2026-05-28 14:19:57
bd97e791-ea23-4dce-b83d-603ab0be8dda,CUST-9028,PROD-0024,2023-07-11,4081.3,40,COMPLETED,APAC,GBP,2026-05-28 14:19:57
d5eb596a-0da2-492a-9c31-a80c345b2b72,CUST-9003,PROD-0019,2023-12-24,1876.06,41,COMPLETED,Middle East,INR,2026-05-28 14:19:57
cf9899d8-e18b-498f-b667-b2904543c85e,CUST-9008,PROD-0009,2024-04-19,1474.43,42,CANCELLED,Middle East,USD,2026-05-28 14:19:57
eabd4952-a03f-4a98-8ab3-00e4c524e8d2,CUST-9014,PROD-0026,2023-10-23,2152.64,12,CANCELLED,South Asia,USD,2026-05-28 14:19:57
338367e3-c6b1-40cd-9622-7f080b7f3881,CUST-9045,PROD-0012,2024-02-01,733.75,21,COMPLETED,North America,EUR,2026-05-28 14:19:57
21b078d2-b46f-4e94-a9e4-14994bb4dbc5,CUST-9005,PROD-0023,2023-11-05,1076.72,37,CANCELLED,South Asia,AED,2026-05-28 14:19:57
f004376e-9578-4b4c-9a9d-21a1dcac4fd7,CUST-9037,PROD-0010,2023-03-11,2641.04,7,CANCELLED,APAC,USD,2026-05-28 14:19:57
51600fce-049e-4730-b2b3-41862092f8dc,CUST-9032,PROD-0014,2024-06-10,1595.74,21,PENDING,South Asia,USD,2026-05-28 14:19:57
091e1075-84b5-476a-9419-c32aea3fe513,CUST-9021,PROD-0002,2023-07-17,2111.97,8,REFUNDED,South Asia,AED,2026-05-28 14:19:57
f5009f66-4e0d-4fd3-9dd1-66508e671e5f,CUST-9030,PROD-0013,2023-04-30,2886.3,19,COMPLETED,APAC,USD,2026-05-28 14:19:57
8487ed1f-7096-4b96-9223-372bb6ee741b,CUST-9005,PROD-0005,2024-04-04,194.67,35,COMPLETED,Europe,USD,2026-05-28 14:19:57
48a0282f-28a8-4490-8fec-c10ea0b3ac71,CUST-9006,PROD-0004,2024-04-30,3619.04,18,CANCELLED,Europe,GBP,2026-05-28 14:19:57
19ea64dc-4c3a-449d-bba2-50c75ac9a76d,CUST-9032,PROD-0025,2023-10-04,2474.15,4,REFUNDED,Europe,GBP,2026-05-28 14:19:57
820c8ecb-974f-4595-9d18-088b8e3c0c56,CUST-9004,PROD-0030,2022-09-06,4216.95,40,COMPLETED,North America,INR,2026-05-28 14:19:57
fa684468-5115-4e5f-a74a-c5894c8b6eb7,CUST-9006,PROD-0005,2022-08-04,4967.77,45,REFUNDED,South Asia,INR,2026-05-28 14:19:57
