TRANSACTION_ID,CUSTOMER_ID,PRODUCT_ID,TRANSACTION_DATE,AMOUNT,QUANTITY,STATUS,REGION,CURRENCY,CREATED_AT
74189fcf-2131-4b1f-8f50-cec2aa1ae145,CUST-0019,PROD-0028,2022-09-15,680.04,5,COMPLETED,South Asia,AED,2026-05-28 14:19:57
b570613c-13b3-4a77-aba2-c5f0121b2512,CUST-0009,PROD-0003,2022-10-09,3214.79,27,REFUNDED,APAC,EUR,2026-05-28 14:19:57
f17e737d-81c0-4aeb-bd07-f6c196813ff2,CUST-0030,PROD-0017,2024-05-18,2764.73,29,REFUNDED,Europe,EUR,2026-05-28 14:19:57
33d87b59-be06-41ba-947e-d9af129563c8,CUST-0028,PROD-0020,2022-01-16,2893.91,47,PENDING,APAC,AED,2026-05-28 14:19:57
3851c608-28b6-4365-af22-14037d7b651b,CUST-0035,PROD-0019,2024-01-22,176.97,3,REFUNDED,Europe,AED,2026-05-28 14:19:57
cba879e6-0b95-42db-ae19-3a69b4e2efef,CUST-0045,PROD-0003,2022-10-18,3653.63,34,CANCELLED,Middle East,INR,2026-05-28 14:19:57
b59a8699-226e-45c8-b1ca-7d923f304320,CUST-0034,PROD-0029,2022-07-01,1233.7,41,COMPLETED,APAC,GBP,2026-05-28 14:19:57
795eedc3-b535-4653-8c1d-965198c5d908,CUST-0040,PROD-0002,2023-12-05,2679.82,1,REFUNDED,Middle East,AED,2026-05-28 14:19:57
8e606221-257e-43ba-8e8f-82b0e6c5394c,CUST-0037,PROD-0024,2023-11-10,2110.87,19,CANCELLED,South Asia,GBP,2026-05-28 14:19:57
6bd11a9a-7d0c-45b9-aba5-ccff698095e4,CUST-0047,PROD-0026,2023-06-18,316.47,31,PENDING,APAC,GBP,2026-05-28 14:19:57
e504b838-6568-450a-b3f7-b39242c1e504,CUST-0048,PROD-0020,2022-02-25,1441.21,6,PENDING,APAC,GBP,2026-05-28 14:19:57
79fdd337-ee73-4cfb-8940-d130fa7f94ea,CUST-0017,PROD-0005,2023-07-30,1383.33,17,COMPLETED,North America,EUR,2026-05-28 14:19:57
7cd03aa4-a8a1-4333-88dd-eb0cfb27c55a,CUST-0038,PROD-0024,2022-11-06,3299.19,24,PENDING,Europe,AED,2026-05-28 14:19:57
1f7ef44d-768b-48f0-9559-ea1fa62d376f,CUST-0012,PROD-0026,2024-12-16,4311.45,22,COMPLETED,South Asia,EUR,2026-05-28 14:19:57
b971ed8e-c502-4ffb-856e-6b6de26d9cd9,CUST-0032,PROD-0025,2024-04-25,3854.14,16,REFUNDED,South Asia,GBP,2026-05-28 14:19:57
a2f844e7-c055-48c1-a5ea-11e8126e81dd,CUST-0004,PROD-0021,2023-06-26,3779.86,8,COMPLETED,South Asia,AED,2026-05-28 14:19:57
1920651d-1dca-4a7b-ae27-9a70a1c0bc57,CUST-0031,PROD-0010,2024-09-02,3733.29,49,PENDING,Middle East,AED,2026-05-28 14:19:57
c26c913d-a875-4514-832e-cddafde89515,CUST-0017,PROD-0005,2024-12-22,4352.69,1,CANCELLED,Middle East,GBP,2026-05-28 14:19:57
30a683fe-4e6a-4b68-9689-a3366556b795,CUST-0034,PROD-0022,2022-03-26,495.85,35,CANCELLED,Middle East,GBP,2026-05-28 14:19:57
314e9369-7656-46b9-ad98-15f8fa6444ee,CUST-0022,PROD-0009,2023-07-01,4013.56,17,REFUNDED,Middle East,EUR,2026-05-28 14:19:57
3d57de09-32c3-4e6d-9f42-254460984fb3,CUST-0034,PROD-0011,2023-01-04,1573.22,1,COMPLETED,North America,AED,2026-05-28 14:19:57
7d7f588a-74ff-45ce-a0e3-d07cfd51cf3e,CUST-0007,PROD-0017,2022-08-01,3430.64,23,PENDING,Europe,EUR,2026-05-28 14:19:57
7f80b9e2-c39a-4a6d-9efc-8a1496b9ff67,CUST-0003,PROD-0001,2022-07-08,293.84,39,PENDING,APAC,INR,2026-05-28 14:19:57
ec50f688-403c-4acd-9163-483048b16f61,CUST-0006,PROD-0028,2022-09-24,1886.03,49,PENDING,North America,GBP,2026-05-28 14:19:57
c26dd2b2-e03e-4f33-9ab2-f3dfbfb3821f,CUST-0019,PROD-0015,2022-06-05,3197.51,18,REFUNDED,Europe,EUR,2026-05-28 14:19:57
529f8d80-4878-4ea7-96a9-5454719640f4,CUST-0050,PROD-0003,2023-07-22,3887.76,25,REFUNDED,Europe,GBP,2026-05-28 14:19:57
7e4cb5f9-7e32-4d04-9ec1-4db09c6b13a4,CUST-0017,PROD-0006,2024-06-21,356.3,13,REFUNDED,South Asia,INR,2026-05-28 14:19:57
a66e32ec-50f7-4384-a942-a088672c9549,CUST-0010,PROD-0018,2024-06-02,1099.75,42,COMPLETED,Middle East,INR,2026-05-28 14:19:57
366110c2-de95-4297-ba79-c535065a4eca,CUST-0003,PROD-0003,2022-05-25,2861.01,17,REFUNDED,North America,EUR,2026-05-28 14:19:57
d7212499-a510-4622-9c75-b395188cc9e5,CUST-0042,PROD-0021,2022-01-02,4665.14,43,REFUNDED,Europe,GBP,2026-05-28 14:19:57
c7f8bdd4-b93d-4c46-94ba-aa9063fb56dc,CUST-0026,PROD-0019,2022-01-08,2581.76,50,REFUNDED,Middle East,AED,2026-05-28 14:19:57
50489161-710e-41e4-82a6-03bc068e0de9,CUST-0047,PROD-0025,2022-05-24,2705.24,1,REFUNDED,Middle East,GBP,2026-05-28 14:19:57
2aae607b-7071-4810-94e9-d0a023715b46,CUST-0022,PROD-0022,2023-09-13,2009.07,41,COMPLETED,Europe,GBP,2026-05-28 14:19:57
a64f15c6-6c97-471f-9456-ba8a392dfc6a,CUST-0006,PROD-0027,2024-07-30,3804.66,19,PENDING,South Asia,INR,2026-05-28 14:19:57
31acab87-ec94-4788-bc32-80673e6bda7e,CUST-0025,PROD-0022,2023-01-27,1501.36,25,COMPLETED,Europe,INR,2026-05-28 14:19:57
73196b49-b383-40a9-86c2-f665d52a7e72,CUST-0041,PROD-0015,2023-01-24,708.32,13,COMPLETED,APAC,AED,2026-05-28 14:19:57
8acd8558-55ca-4d37-9397-18e69e46ea5c,CUST-0025,PROD-0003,2023-09-23,2503.42,29,COMPLETED,North America,INR,2026-05-28 14:19:57
c365f5da-bf07-4fdd-95e7-323eeb2560eb,CUST-0022,PROD-0026,2022-03-29,2033.48,14,REFUNDED,APAC,EUR,2026-05-28 14:19:57
a0ea1c93-8841-4792-aabf-d1a910f7832f,CUST-0005,PROD-0002,2022-10-17,2449.58,2,REFUNDED,APAC,EUR,2026-05-28 14:19:57
75168b2b-33a4-4a9f-8ab0-c38ba5e15211,CUST-0045,PROD-0021,2022-09-25,81.68,41,COMPLETED,Europe,AED,2026-05-28 14:19:57
43ef11d6-a7b4-4451-b030-a908b758a452,CUST-0040,PROD-0006,2022-05-11,4090.82,7,COMPLETED,Middle East,EUR,2026-05-28 14:19:57
61d8e100-23e8-4577-87f1-28edce0be999,CUST-0005,PROD-0026,2023-02-20,2136.8,48,REFUNDED,Europe,EUR,2026-05-28 14:19:57
eddd7a21-11a0-4190-8275-f415048788ea,CUST-0021,PROD-0027,2023-03-13,3823.5,38,PENDING,Europe,INR,2026-05-28 14:19:57
daf9441c-d8b3-408a-aa59-8fb3a60dfca4,CUST-0018,PROD-0005,2024-04-30,848.57,24,PENDING,Middle East,INR,2026-05-28 14:19:57
54c54175-3d5e-43df-b78e-07aee5db1bf9,CUST-0009,PROD-0004,2024-02-10,3890.53,2,REFUNDED,North America,INR,2026-05-28 14:19:57
51aec5e1-dc32-43c3-bb7e-a978cb6c85a1,CUST-0012,PROD-0030,2022-07-02,3536.64,38,CANCELLED,Middle East,EUR,2026-05-28 14:19:57
f5039609-9c31-407c-a272-dba7a88b5f2d,CUST-0014,PROD-0005,2023-07-09,2620.2,27,PENDING,South Asia,INR,2026-05-28 14:19:57
d0d5da01-e367-4dcd-a3df-ae8580f70ffa,CUST-0039,PROD-0006,2024-10-20,3064.13,6,CANCELLED,Europe,INR,2026-05-28 14:19:57
37e78e50-00e0-451c-9dc8-bdfaff2f1f36,CUST-0036,PROD-0008,2023-01-29,596.36,34,COMPLETED,APAC,EUR,2026-05-28 14:19:57
67b2e17f-af17-493c-997c-9932641229ba,CUST-0030,PROD-0025,2023-03-03,1389.37,13,COMPLETED,South Asia,AED,2026-05-28 14:19:57
ff30efba-6723-4210-8c1d-4c91be747e59,CUST-0012,PROD-0006,2022-03-30,279.6,24,CANCELLED,South Asia,GBP,2026-05-28 14:19:57
28466288-f83b-45d3-9126-23abc8784a41,CUST-0022,PROD-0020,2024-07-17,226.15,48,COMPLETED,APAC,EUR,2026-05-28 14:19:57
59c224db-638c-45c4-8a8f-cda4440f8288,CUST-0002,PROD-0016,2024-11-20,589.16,16,REFUNDED,APAC,GBP,2026-05-28 14:19:57
de876322-3341-4605-bd1d-d60b6ad1676c,CUST-0027,PROD-0007,2023-10-30,1158.02,8,CANCELLED,South Asia,EUR,2026-05-28 14:19:57
3405eb66-be25-4c49-85b6-9978a6d28e73,CUST-0048,PROD-0014,2023-02-14,1883.91,15,COMPLETED,Middle East,AED,2026-05-28 14:19:57
611a6707-5499-472c-a89f-e79530c0e5cc,CUST-0004,PROD-0029,2024-06-11,733.26,40,REFUNDED,South Asia,GBP,2026-05-28 14:19:57
54662327-751a-4444-ae4c-d73f62fdfcb1,CUST-0009,PROD-0015,2023-02-02,3163.79,18,PENDING,Europe,INR,2026-05-28 14:19:57
e6a97e64-3c94-4bf5-b817-82d01052fdc4,CUST-0045,PROD-0019,2022-05-03,1410.21,8,REFUNDED,Middle East,EUR,2026-05-28 14:19:57
ebb23906-ec07-48c5-b191-1895ea149d07,CUST-0049,PROD-0011,2023-03-27,4433.18,39,PENDING,APAC,EUR,2026-05-28 14:19:57
fdb19683-421a-4495-a317-49d2ba886473,CUST-0006,PROD-0014,2024-12-04,2451.17,14,REFUNDED,Middle East,INR,2026-05-28 14:19:57
91431384-d122-4246-ae8b-1e1b6817b782,CUST-0047,PROD-0014,2023-05-21,1246.68,28,PENDING,APAC,INR,2026-05-28 14:19:57
9dad249f-1b77-43f3-af67-36fff8bca5f7,CUST-0027,PROD-0002,2022-03-24,4956.45,47,COMPLETED,Middle East,AED,2026-05-28 14:19:57
decf8a68-7b34-49c9-be82-2b3e6b0ef4ed,CUST-0031,PROD-0026,2022-07-20,2267.68,16,COMPLETED,APAC,AED,2026-05-28 14:19:57
c694af73-ab69-44a9-a0e3-b07b4810fd06,CUST-0014,PROD-0005,2024-01-05,1485.99,42,COMPLETED,North America,GBP,2026-05-28 14:19:57
8e41fb74-5613-49d5-9a45-b1c81afc5f86,CUST-0011,PROD-0023,2024-07-29,4291.03,48,COMPLETED,Middle East,EUR,2026-05-28 14:19:57
0d216c95-e9c0-4a2b-ac99-619015bffadd,CUST-0046,PROD-0013,2023-01-14,3951.39,24,REFUNDED,North America,AED,2026-05-28 14:19:57
cb53c20e-18aa-466e-9f7e-7138eabf39ba,CUST-0045,PROD-0011,2024-12-23,173.24,28,CANCELLED,APAC,EUR,2026-05-28 14:19:57
b93b2b26-7027-4a38-b59e-01352e94c8f9,CUST-0044,PROD-0003,2023-11-19,3681.45,4,CANCELLED,North America,AED,2026-05-28 14:19:57
9970f5ac-9aed-47af-b175-b33ec985232b,CUST-0024,PROD-0015,2022-03-25,1834.2,12,COMPLETED,APAC,EUR,2026-05-28 14:19:57
1f9017ed-4d63-486e-a453-db8c9f3a8b9b,CUST-0022,PROD-0008,2022-08-21,3248.7,48,PENDING,South Asia,GBP,2026-05-28 14:19:57
3f146316-ce64-4238-a478-9be7c0bb5eb1,CUST-0018,PROD-0017,2024-05-16,1392.96,5,CANCELLED,Europe,AED,2026-05-28 14:19:57
61e5c78f-a360-4b58-8b4f-ba1517f48214,CUST-0033,PROD-0017,2022-09-09,2356.12,35,CANCELLED,Middle East,GBP,2026-05-28 14:19:57
d555ae71-f9ea-45a5-a11e-397134cb7398,CUST-0044,PROD-0023,2022-05-15,949.88,30,COMPLETED,North America,EUR,2026-05-28 14:19:57
969773d0-3836-41fd-aa23-be1280ecf325,CUST-0019,PROD-0003,2022-08-12,832.18,8,PENDING,Middle East,EUR,2026-05-28 14:19:57
b12a4c9c-6cd3-4c55-a6fa-57e4757aa677,CUST-0034,PROD-0021,2022-02-16,1472.92,44,PENDING,Middle East,AED,2026-05-28 14:19:57
e51fb620-2dbe-4ed5-bbe8-682e7d839400,CUST-0029,PROD-0024,2022-02-13,1464.67,5,COMPLETED,South Asia,GBP,2026-05-28 14:19:57
cc675d18-05a7-4620-8c11-4ffc2153cea9,CUST-0027,PROD-0019,2023-12-04,3282.24,21,REFUNDED,APAC,AED,2026-05-28 14:19:57
c8fef24b-4db5-4e94-8c31-b35953023483,CUST-0030,PROD-0010,2022-09-28,4492.43,20,PENDING,Europe,AED,2026-05-28 14:19:57
0cb80538-30ce-4b55-a07c-fb8772fe0628,CUST-0024,PROD-0010,2022-04-07,750.21,19,REFUNDED,South Asia,EUR,2026-05-28 14:19:57
592e1e1e-fcf6-4567-9085-5866496f71bd,CUST-0046,PROD-0018,2023-08-08,919.58,12,PENDING,South Asia,INR,2026-05-28 14:19:57
7339f05a-c596-4359-8b21-7009d508bd70,CUST-0003,PROD-0011,2022-09-17,2210.03,24,PENDING,South Asia,INR,2026-05-28 14:19:57
c952d682-f963-4f40-8fae-d2b183f31c87,CUST-0043,PROD-0011,2023-12-06,748.24,29,PENDING,APAC,INR,2026-05-28 14:19:57
8a0ccbb7-db3c-495b-b881-60d0f9e8f66b,CUST-0002,PROD-0013,2024-10-19,3844.91,30,CANCELLED,South Asia,GBP,2026-05-28 14:19:57
5861a030-a9be-4843-84c2-61503dbe3e79,CUST-0042,PROD-0023,2023-08-29,2374.81,19,PENDING,APAC,GBP,2026-05-28 14:19:57
088a808a-0b75-43ee-9f52-5585b4b4fbcc,CUST-0045,PROD-0004,2024-09-07,4501.87,9,COMPLETED,Europe,AED,2026-05-28 14:19:57
98ade94c-dc66-4037-8a99-d433a63c45f7,CUST-0040,PROD-0027,2023-03-28,2235.4,6,CANCELLED,North America,EUR,2026-05-28 14:19:57
cfba184a-d7cf-4ff2-b7f7-4e6a58bfd1ab,CUST-0038,PROD-0017,2023-03-31,3908.6,50,CANCELLED,South Asia,INR,2026-05-28 14:19:57
3b278321-35cd-42d5-afea-d08af2477d85,CUST-0035,PROD-0028,2024-07-01,3388.55,6,REFUNDED,South Asia,GBP,2026-05-28 14:19:57
2715e202-6b8e-407d-b7ca-c2331a226a7a,CUST-0039,PROD-0020,2024-11-13,4717.58,43,CANCELLED,Middle East,AED,2026-05-28 14:19:57
51c18ef9-9e02-4f58-9be9-0da30e8507aa,CUST-0024,PROD-0013,2024-02-03,70.83,23,CANCELLED,Europe,INR,2026-05-28 14:19:57
f1b2183d-6f02-4b4a-8393-b3aa8c6e3137,CUST-0014,PROD-0024,2024-06-28,3710.22,27,REFUNDED,Europe,AED,2026-05-28 14:19:57
14d6d637-c604-4d8e-a8c0-edfd6c6ce547,CUST-0047,PROD-0029,2024-04-28,706.44,38,COMPLETED,South Asia,GBP,2026-05-28 14:19:57
e9285fa8-02b6-4390-aa32-3c55141522ee,CUST-0031,PROD-0028,2024-12-11,4933.33,5,REFUNDED,North America,AED,2026-05-28 14:19:57
d590c0cc-9484-4ad9-9403-a89ac2c48f03,CUST-0041,PROD-0030,2023-07-14,2078.42,36,REFUNDED,APAC,EUR,2026-05-28 14:19:57
39d3b77c-a9d6-44af-8e8d-e415c8a84543,CUST-0012,PROD-0027,2024-02-21,1454.42,32,COMPLETED,Europe,GBP,2026-05-28 14:19:57
c4c196b9-7e25-4ae3-b739-9c69afff2287,CUST-0032,PROD-0018,2024-08-07,1130.36,1,PENDING,Europe,AED,2026-05-28 14:19:57
1f3dd515-daf0-4d3b-9a38-fd77c57293a1,CUST-0008,PROD-0021,2023-08-13,2091.61,32,PENDING,North America,GBP,2026-05-28 14:19:57
622a02b0-5023-423b-9caa-1423afecf9c9,CUST-0032,PROD-0003,2024-01-11,2909.52,37,REFUNDED,Europe,INR,2026-05-28 14:19:57
a3ff94a4-3a4d-4127-ba17-5bda0328e628,CUST-0024,PROD-0017,2022-02-05,4227.95,11,COMPLETED,South Asia,AED,2026-05-28 14:19:57
f1673ce0-b9f4-4265-8d7c-e9f278ccaf7a,CUST-0045,PROD-0005,2024-01-02,824.91,18,CANCELLED,Middle East,INR,2026-05-28 14:19:57
803e433b-242e-4b2a-9c4f-92aae3e02798,CUST-0019,PROD-0010,2024-12-20,3198.34,5,PENDING,South Asia,EUR,2026-05-28 14:19:57
b07358af-a137-46c1-8d86-cc3f60b57a67,CUST-0035,PROD-0011,2023-10-10,4135.84,44,CANCELLED,Europe,INR,2026-05-28 14:19:57
045513e9-0a71-409c-87b1-735f60214481,CUST-0035,PROD-0019,2023-12-22,4118.34,1,PENDING,APAC,GBP,2026-05-28 14:19:57
6e53aefe-b091-4818-a3ce-421b83ab0a79,CUST-0050,PROD-0016,2024-04-23,1708.16,11,COMPLETED,South Asia,EUR,2026-05-28 14:19:57
e544dd42-217a-4cb9-ae8b-494f29347c09,CUST-0013,PROD-0026,2024-12-12,4231.89,46,COMPLETED,Middle East,INR,2026-05-28 14:19:57
b56d5846-32b0-4953-87c1-7f7bc818ea15,CUST-0008,PROD-0027,2022-09-26,4617.81,31,CANCELLED,Europe,EUR,2026-05-28 14:19:57
860f7de7-8170-4e45-bbcb-89be809d0155,CUST-0029,PROD-0029,2024-12-07,3820.31,22,PENDING,Europe,INR,2026-05-28 14:19:57
890f79f2-0b35-46da-b530-d8092217a996,CUST-0015,PROD-0005,2022-10-19,3443.36,20,PENDING,South Asia,INR,2026-05-28 14:19:57
6fa5865a-9030-4032-915b-f8bac9b23665,CUST-0028,PROD-0023,2022-08-17,397.9,50,REFUNDED,Middle East,EUR,2026-05-28 14:19:57
ce048256-6be0-47a2-8248-78236e6e4e1c,CUST-0007,PROD-0002,2024-11-17,2969.95,31,COMPLETED,Europe,INR,2026-05-28 14:19:57
ffb138f8-a820-4a87-8069-cd2cd25c772a,CUST-0020,PROD-0022,2022-01-22,3775.21,8,PENDING,APAC,EUR,2026-05-28 14:19:57
